tower_number,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Birth_Year,Age,Cluster,Buyer_Segment
6,0,42,1766.89,599850.78,0,1,0,9,8,0,4.0,1,0,1956.0,70.0,1,High-Value Investors
6,0,51,1476.63,485832.54,0,1,1,9,8,1,2.0,0,2,1948.0,78.0,1,High-Value Investors
6,0,53,1170.96,319044.27,0,1,0,9,53,0,4.0,0,2,1952.0,74.0,0,Senior Home Buyers
6,0,53,1170.96,391496.99,0,1,0,9,15,0,4.0,0,0,2000.0,26.0,3,Young Buyers
6,0,53,1170.96,286069.52,0,1,1,9,8,0,3.0,0,0,1955.0,71.0,0,Senior Home Buyers
6,0,53,1170.96,330774.86,0,0,1,4,18,1,1.0,0,1,1960.0,66.0,2,Corporate Buyers
7,0,13,604.6,157057.02,0,1,0,9,8,0,4.0,0,2,1954.0,72.0,0,Senior Home Buyers
7,0,23,1222.69,406088.62,0,1,1,9,47,0,2.0,1,2,1949.0,77.0,0,Senior Home Buyers
7,0,24,852.99,264681.72,0,1,1,9,8,0,2.0,0,2,1955.0,71.0,0,Senior Home Buyers
7,0,26,717.0,173398.4,0,1,0,9,37,0,3.0,0,0,1962.0,64.0,0,Senior Home Buyers
7,0,28,694.55,197254.69,0,1,0,9,1,0,4.0,0,2,1942.0,84.0,0,Senior Home Buyers
7,0,29,441.65,159881.5,0,1,0,9,8,0,5.0,0,2,1948.0,78.0,0,Senior Home Buyers
7,1,30,1237.23,383676.59,0,1,0,9,8,1,3.0,0,0,1995.0,31.0,3,Young Buyers
7,1,30,1237.23,348872.01,0,1,0,9,8,1,4.0,0,0,1993.0,33.0,3,Young Buyers
7,0,35,613.21,191074.27,0,1,1,9,25,0,2.0,0,2,1950.0,76.0,0,Senior Home Buyers
7,0,35,613.21,166487.84,0,1,1,9,1,1,4.0,1,0,1960.0,66.0,0,Senior Home Buyers
7,0,37,1171.04,386845.88,0,1,1,9,25,0,2.0,0,0,1955.0,71.0,0,Senior Home Buyers
7,0,38,1755.26,558904.53,0,1,0,9,14,0,3.0,0,0,1951.0,75.0,1,High-Value Investors
7,0,38,1755.26,570156.97,0,0,1,9,1,1,5.0,0,2,1986.0,40.0,2,Corporate Buyers
7,0,43,498.61,139398.8,0,1,1,9,8,0,1.0,0,0,1957.0,69.0,0,Senior Home Buyers
7,0,43,498.61,146361.74,0,1,0,9,37,0,4.0,0,2,1946.0,80.0,0,Senior Home Buyers
7,0,43,498.61,144307.67,0,1,0,9,53,0,2.0,1,2,1962.0,64.0,0,Senior Home Buyers
7,0,43,498.61,155195.53,0,1,0,9,37,0,4.0,1,0,1953.0,73.0,0,Senior Home Buyers
7,0,44,1859.83,575207.87,0,1,0,9,8,0,2.0,1,2,1946.0,80.0,1,High-Value Investors
7,0,47,1033.08,302499.83,0,1,1,9,1,1,2.0,0,0,1966.0,60.0,0,Senior Home Buyers
7,0,48,533.35,175165.7,0,1,0,6,39,0,4.0,1,0,1966.0,60.0,0,Senior Home Buyers
7,0,49,1383.05,396729.97,0,1,1,9,8,0,2.0,0,2,1978.0,48.0,1,High-Value Investors
7,0,53,884.87,194671.4,0,1,1,9,8,0,2.0,0,0,1965.0,61.0,0,Senior Home Buyers
7,0,54,1940.69,629574.18,0,1,0,9,8,1,4.0,0,2,1955.0,71.0,1,High-Value Investors
7,0,56,1589.6,517811.18,0,1,0,2,40,0,4.0,1,2,1969.0,57.0,1,High-Value Investors
7,0,57,1347.67,431607.68,0,1,0,6,39,1,5.0,0,2,1967.0,59.0,1,High-Value Investors
7,0,58,1629.83,485419.29,0,1,1,9,25,0,5.0,0,2,1975.0,51.0,1,High-Value Investors
8,0,4,1934.75,474239.63,0,1,0,9,25,0,1.0,0,0,1964.0,62.0,1,High-Value Investors
8,0,11,742.87,234850.32,0,1,0,1,7,0,2.0,0,1,1980.0,46.0,3,Young Buyers
8,0,26,1625.38,478106.01,0,1,1,2,36,0,5.0,0,2,1960.0,66.0,1,High-Value Investors
8,0,26,1625.38,462200.84,0,1,1,9,14,0,5.0,0,2,1974.0,52.0,1,High-Value Investors
8,0,29,1848.51,498074.48,0,1,0,4,18,0,4.0,0,0,1989.0,37.0,1,High-Value Investors
8,0,29,1848.51,630993.32,0,1,1,0,49,0,2.0,0,0,1943.0,83.0,1,High-Value Investors
8,0,30,1070.46,301339.52,0,1,0,9,8,0,2.0,0,2,1993.0,33.0,3,Young Buyers
8,0,31,1253.18,406291.57,0,1,1,9,8,1,1.0,0,1,1974.0,52.0,1,High-Value Investors
8,1,33,1809.87,540572.8,0,1,1,9,50,0,2.0,0,2,1961.0,65.0,1,High-Value Investors
8,1,46,1175.51,317963.0,0,1,0,4,38,1,4.0,0,2,1948.0,78.0,0,Senior Home Buyers
8,0,48,480.99,163987.28,0,1,0,9,8,1,1.0,1,0,1981.0,45.0,3,Young Buyers
8,0,57,1949.35,511531.5,0,1,0,8,31,1,4.0,0,1,1983.0,43.0,1,High-Value Investors
8,0,58,1448.59,444560.41,0,1,0,9,11,0,1.0,1,1,1997.0,29.0,3,Young Buyers
9,0,6,1821.59,483462.07,0,1,0,9,48,0,2.0,1,0,1954.0,72.0,1,High-Value Investors
9,0,12,952.38,293944.69,0,1,0,9,25,0,2.0,0,0,1965.0,61.0,0,Senior Home Buyers
9,1,15,1732.33,586460.03,0,1,0,9,8,0,5.0,1,0,1965.0,61.0,1,High-Value Investors
9,0,16,924.6,284298.65,0,1,0,1,13,0,2.0,0,2,1979.0,47.0,3,Young Buyers
9,0,17,1481.32,453518.72,0,0,1,9,11,0,1.0,0,0,1969.0,57.0,2,Corporate Buyers
9,0,17,1481.32,551780.87,0,1,0,9,8,1,2.0,0,2,1962.0,64.0,1,High-Value Investors
9,0,18,860.97,271354.98,0,1,1,9,53,0,3.0,1,0,1962.0,64.0,0,Senior Home Buyers
9,0,19,1866.15,537563.89,0,1,0,8,51,0,1.0,0,2,1975.0,51.0,1,High-Value Investors
9,1,28,1931.82,512682.59,0,1,0,9,8,0,3.0,0,1,1958.0,68.0,1,High-Value Investors
9,0,30,1250.17,363862.74,0,1,0,8,31,0,4.0,0,1,1991.0,35.0,3,Young Buyers
9,0,31,1052.27,319340.28,0,1,0,9,25,0,1.0,1,2,1991.0,35.0,3,Young Buyers
9,0,32,707.0,222525.37,0,1,0,9,25,0,4.0,1,1,1955.0,71.0,0,Senior Home Buyers
9,0,36,1582.79,505127.63,0,1,1,9,8,0,1.0,0,2,1962.0,64.0,1,High-Value Investors
9,0,38,1260.31,368901.23,0,1,0,9,8,0,4.0,0,0,1950.0,76.0,0,Senior Home Buyers
9,0,44,1351.57,403458.01,0,1,1,8,31,1,4.0,0,2,1969.0,57.0,1,High-Value Investors
9,0,53,599.72,195087.94,0,1,1,9,53,0,2.0,0,2,1941.0,85.0,0,Senior Home Buyers
9,0,58,838.34,240394.52,0,1,0,9,8,0,1.0,0,1,1985.0,41.0,3,Young Buyers
9,0,58,838.34,255059.53,0,1,1,9,14,0,2.0,1,0,1999.0,27.0,3,Young Buyers
9,0,60,1919.77,530119.92,0,1,0,5,16,0,2.0,1,2,1947.0,79.0,1,High-Value Investors
9,0,62,1263.44,426745.42,0,1,1,9,50,0,5.0,1,2,1943.0,83.0,0,Senior Home Buyers
10,0,4,1765.37,446138.39,0,1,0,9,1,0,3.0,0,2,1964.0,62.0,1,High-Value Investors
10,0,9,1849.4,554297.11,0,1,1,9,14,1,2.0,0,2,1975.0,51.0,1,High-Value Investors
10,0,10,1196.84,357028.07,0,1,0,9,8,0,2.0,0,0,1954.0,72.0,0,Senior Home Buyers
10,1,10,1196.84,353703.41,0,1,1,2,22,0,3.0,0,0,1972.0,54.0,1,High-Value Investors
10,0,14,1318.01,306030.71,0,1,1,9,8,0,1.0,1,2,1944.0,82.0,0,Senior Home Buyers
10,1,15,1948.32,705817.01,0,1,0,9,47,0,3.0,1,0,1971.0,55.0,1,High-Value Investors
10,0,17,647.35,152799.46,0,1,1,9,37,1,2.0,0,0,1954.0,72.0,0,Senior Home Buyers
10,1,21,1251.45,454589.3,0,1,1,9,37,0,4.0,1,2,1967.0,59.0,1,High-Value Investors
10,0,26,1294.85,456412.46,0,1,0,9,37,0,5.0,0,1,1996.0,30.0,3,Young Buyers
10,0,26,1294.85,354252.16,0,1,0,9,8,0,5.0,0,0,1947.0,79.0,0,Senior Home Buyers
10,0,26,1294.85,324190.87,0,1,1,9,37,1,1.0,0,1,1984.0,42.0,3,Young Buyers
10,1,36,1920.65,580992.98,0,1,0,9,8,0,4.0,0,2,1978.0,48.0,1,High-Value Investors
10,0,37,1177.85,342176.37,0,1,0,4,38,0,5.0,0,2,1956.0,70.0,0,Senior Home Buyers
10,0,39,1188.51,311878.98,0,1,1,9,8,1,1.0,0,0,1960.0,66.0,0,Senior Home Buyers
10,1,45,1119.1,346660.08,0,1,1,9,8,1,2.0,0,2,1966.0,60.0,0,Senior Home Buyers
10,0,50,1138.32,408310.1,0,1,0,9,50,0,5.0,1,2,1993.0,33.0,3,Young Buyers
10,0,50,1138.32,354595.01,0,1,1,9,8,0,4.0,0,0,1995.0,31.0,3,Young Buyers
11,1,3,1479.84,442609.68,0,1,1,9,47,0,4.0,0,0,1943.0,83.0,1,High-Value Investors
11,1,3,1479.84,366569.28,0,1,1,9,8,0,5.0,1,0,1977.0,49.0,1,High-Value Investors
11,0,17,1946.06,589311.2,0,1,1,9,25,0,1.0,1,2,1989.0,37.0,1,High-Value Investors
11,0,34,680.07,195416.64,0,1,0,2,0,1,4.0,1,0,1959.0,67.0,0,Senior Home Buyers
11,0,36,1752.38,552866.95,0,1,0,9,8,0,4.0,1,2,1996.0,30.0,1,High-Value Investors
11,0,37,1368.16,318619.68,0,1,1,9,25,0,5.0,0,2,1993.0,33.0,3,Young Buyers
11,0,38,788.47,245885.21,0,1,1,9,8,0,3.0,1,2,1961.0,65.0,0,Senior Home Buyers
11,0,38,788.47,216600.53,0,1,0,0,54,1,3.0,0,2,1972.0,54.0,3,Young Buyers
11,0,44,434.38,111035.88,0,1,0,9,8,1,5.0,0,0,1971.0,55.0,0,Senior Home Buyers
11,0,49,1095.85,378804.75,0,1,1,5,4,0,1.0,1,2,1953.0,73.0,0,Senior Home Buyers
11,0,54,802.65,223827.64,0,1,0,3,29,0,3.0,0,2,1974.0,52.0,3,Young Buyers
11,0,57,1008.58,281566.76,0,1,0,9,8,1,2.0,1,2,1999.0,27.0,3,Young Buyers
11,0,62,1938.82,537168.96,0,1,0,9,37,1,1.0,0,0,1970.0,56.0,1,High-Value Investors
12,1,1,839.95,230696.3,0,1,1,9,8,0,2.0,0,1,1964.0,62.0,0,Senior Home Buyers
12,0,12,959.05,256455.73,0,1,0,2,0,0,1.0,1,0,1961.0,65.0,0,Senior Home Buyers
12,0,15,1456.98,477431.41,0,1,0,9,8,1,4.0,0,2,1970.0,56.0,1,High-Value Investors
12,0,16,1523.02,496384.24,0,1,0,1,13,1,1.0,0,0,1952.0,74.0,1,High-Value Investors
12,1,31,1245.29,368829.15,0,1,0,9,50,1,1.0,0,2,1999.0,27.0,3,Young Buyers
12,0,33,1232.2,392338.13,0,1,1,9,8,0,5.0,0,2,1940.0,86.0,0,Senior Home Buyers
12,1,34,1817.64,593581.03,0,1,1,9,1,0,4.0,0,2,1975.0,51.0,1,High-Value Investors
12,0,35,1690.62,526901.7,0,1,1,4,6,0,3.0,0,2,1967.0,59.0,1,High-Value Investors
12,1,38,1157.23,431727.12,0,0,1,8,51,0,5.0,0,2,1981.0,45.0,2,Corporate Buyers
12,0,38,1157.23,359484.97,0,1,1,6,33,0,2.0,0,0,1956.0,70.0,0,Senior Home Buyers
12,0,39,1653.93,401863.68,0,0,0,2,0,1,5.0,1,0,1975.0,51.0,2,Corporate Buyers
12,1,47,1528.05,565288.74,0,1,1,9,1,1,3.0,0,0,1950.0,76.0,1,High-Value Investors
13,0,1,1899.92,502325.67,0,1,1,9,37,1,3.0,0,2,1993.0,33.0,1,High-Value Investors
13,0,1,1899.92,607483.38,0,1,0,9,37,0,2.0,0,2,1983.0,43.0,1,High-Value Investors
13,0,5,441.3,104509.38,0,1,1,9,50,0,5.0,1,2,1995.0,31.0,3,Young Buyers
13,0,20,516.72,183522.61,0,1,1,9,37,1,2.0,0,2,1936.0,90.0,0,Senior Home Buyers
13,0,20,516.72,148388.65,0,1,1,9,8,0,5.0,0,2,1951.0,75.0,0,Senior Home Buyers
13,0,21,1680.5,432134.46,0,1,1,9,11,0,3.0,0,2,1954.0,72.0,1,High-Value Investors
13,0,24,1044.69,279992.4,0,1,1,0,54,0,3.0,0,1,1998.0,28.0,3,Young Buyers
13,0,25,633.86,168610.91,0,1,0,9,37,0,4.0,0,2,1946.0,80.0,0,Senior Home Buyers
13,0,26,1867.78,567758.66,0,1,0,9,53,0,2.0,1,2,1962.0,64.0,1,High-Value Investors
13,0,31,627.57,203411.23,0,1,0,6,39,0,4.0,1,0,1966.0,60.0,0,Senior Home Buyers
13,0,33,1445.84,443394.23,0,1,1,1,52,0,5.0,0,2,1999.0,27.0,3,Young Buyers
13,0,47,1874.35,627385.67,0,1,1,9,11,0,3.0,1,0,1987.0,39.0,1,High-Value Investors
13,0,47,1874.35,518691.38,0,1,1,9,50,1,5.0,0,2,1985.0,41.0,1,High-Value Investors
13,0,53,968.77,351354.52,0,1,0,9,8,1,4.0,1,2,1989.0,37.0,3,Young Buyers
13,0,53,968.77,287821.17,0,1,1,9,8,0,4.0,0,0,1958.0,68.0,0,Senior Home Buyers
13,0,55,710.41,177998.09,0,1,0,1,7,1,3.0,0,0,1954.0,72.0,0,Senior Home Buyers
13,0,57,1717.49,445580.19,0,1,1,4,6,0,1.0,0,2,1967.0,59.0,1,High-Value Investors
13,0,61,1333.63,402189.34,0,1,1,9,25,1,5.0,0,1,1940.0,86.0,0,Senior Home Buyers
13,0,63,1623.8,523216.37,0,1,1,9,8,0,2.0,0,0,1968.0,58.0,1,High-Value Investors
13,0,63,1623.8,407382.75,0,1,1,9,11,0,2.0,0,0,1942.0,84.0,1,High-Value Investors
13,0,69,736.95,201663.74,0,1,0,9,8,0,1.0,0,2,1995.0,31.0,3,Young Buyers
13,1,70,750.41,191764.78,0,1,0,9,11,1,1.0,0,2,1954.0,72.0,0,Senior Home Buyers
14,0,7,641.37,200311.05,0,1,0,9,27,0,5.0,0,0,1955.0,71.0,0,Senior Home Buyers
14,0,8,618.89,159063.45,0,1,1,9,8,0,5.0,1,0,1974.0,52.0,3,Young Buyers
14,0,9,803.5,255711.66,0,0,1,2,40,1,5.0,1,2,1985.0,41.0,2,Corporate Buyers
14,0,11,1431.42,399457.77,0,1,1,9,37,0,4.0,0,0,1984.0,42.0,1,High-Value Investors
14,0,12,459.44,141906.57,0,1,0,9,8,0,4.0,0,2,1988.0,38.0,3,Young Buyers
14,0,13,442.74,134015.89,0,1,1,9,8,1,5.0,0,2,1962.0,64.0,0,Senior Home Buyers
14,0,15,784.04,256044.78,0,1,1,9,8,1,2.0,1,0,1947.0,79.0,0,Senior Home Buyers
14,0,23,1610.37,583905.11,0,1,0,9,25,0,4.0,0,2,1983.0,43.0,1,High-Value Investors
14,0,29,1618.34,488803.45,0,1,1,9,37,1,5.0,1,2,1996.0,30.0,1,High-Value Investors
14,0,34,513.06,151459.02,0,1,0,8,43,0,5.0,1,2,1993.0,33.0,3,Young Buyers
14,0,35,1152.84,353902.36,0,1,0,9,25,0,2.0,0,0,1965.0,61.0,0,Senior Home Buyers
14,0,37,1469.73,507209.24,0,1,0,9,8,0,2.0,1,2,1974.0,52.0,1,High-Value Investors
14,0,39,1811.84,542239.24,0,1,0,9,37,0,5.0,0,2,1959.0,67.0,1,High-Value Investors
14,0,40,532.44,161368.51,0,1,0,9,8,1,4.0,0,0,1979.0,47.0,3,Young Buyers
14,0,40,532.44,152258.24,0,1,0,1,13,0,2.0,0,2,1979.0,47.0,3,Young Buyers
14,1,42,1350.7,361293.73,0,1,1,1,13,0,1.0,0,2,1990.0,36.0,3,Young Buyers
14,0,45,1388.61,382289.82,0,0,1,8,43,1,2.0,0,2,1989.0,37.0,2,Corporate Buyers
14,0,51,1346.3,432797.51,0,1,0,9,8,0,3.0,0,1,1958.0,68.0,1,High-Value Investors
14,0,51,1346.3,392801.93,0,1,1,3,29,0,2.0,0,2,1987.0,39.0,3,Young Buyers
14,0,55,1415.9,428653.51,0,1,0,9,8,0,5.0,0,2,1957.0,69.0,1,High-Value Investors
14,0,55,1415.9,412865.9,0,1,0,9,8,0,2.0,0,2,1967.0,59.0,1,High-Value Investors
14,0,55,1415.9,446560.5,0,1,1,8,31,0,3.0,0,0,2000.0,26.0,3,Young Buyers
15,0,2,1522.89,494892.28,0,1,1,9,8,0,2.0,0,2,2000.0,26.0,1,High-Value Investors
15,1,9,565.48,158297.69,0,1,0,9,8,0,1.0,1,0,1968.0,58.0,0,Senior Home Buyers
15,0,15,522.71,181197.22,0,1,0,9,50,0,5.0,0,2,1976.0,50.0,3,Young Buyers
15,0,17,562.64,188067.0,0,0,1,9,8,0,2.0,1,2,1967.0,59.0,2,Corporate Buyers
15,1,20,1662.01,527912.18,0,1,0,7,21,0,1.0,0,0,1967.0,59.0,1,High-Value Investors
15,0,23,1279.23,374108.25,0,1,0,9,11,0,3.0,1,2,1965.0,61.0,1,High-Value Investors
15,0,23,1279.23,373202.64,0,1,1,5,16,0,2.0,0,2,1944.0,82.0,0,Senior Home Buyers
15,0,24,924.36,241356.6,0,1,0,9,8,0,5.0,0,2,1990.0,36.0,3,Young Buyers
15,1,29,1748.18,568008.79,0,1,0,9,8,0,1.0,0,1,1985.0,41.0,1,High-Value Investors
15,0,30,1523.22,394401.98,0,1,0,9,53,1,2.0,0,2,1981.0,45.0,1,High-Value Investors
15,0,51,1689.08,543106.45,0,1,1,9,8,1,4.0,0,2,1960.0,66.0,1,High-Value Investors
15,0,55,892.75,271118.72,0,1,1,2,0,0,5.0,1,2,1959.0,67.0,0,Senior Home Buyers
15,1,55,892.75,301393.71,0,1,0,9,14,0,5.0,0,2,1944.0,82.0,0,Senior Home Buyers
15,1,56,939.93,255723.6,0,1,0,9,8,1,4.0,1,2,1968.0,58.0,0,Senior Home Buyers
15,0,57,429.34,125572.05,0,1,0,9,25,1,4.0,0,2,1974.0,52.0,3,Young Buyers
15,0,59,1286.47,381719.77,0,1,1,9,8,1,3.0,1,0,1968.0,58.0,1,High-Value Investors
15,0,60,1033.2,309389.23,0,1,0,9,53,1,5.0,1,2,1994.0,32.0,3,Young Buyers
16,0,2,1388.75,400540.86,0,1,0,9,27,0,5.0,0,0,1992.0,34.0,3,Young Buyers
16,0,2,1388.75,355804.31,0,1,0,2,0,0,2.0,1,2,1948.0,78.0,0,Senior Home Buyers
16,0,16,1451.17,436603.35,0,1,0,9,1,1,3.0,0,0,1975.0,51.0,1,High-Value Investors
16,0,18,1432.77,419555.74,0,1,0,9,15,0,5.0,0,2,1941.0,85.0,0,Senior Home Buyers
16,0,19,1163.06,314295.78,0,1,0,9,8,0,4.0,0,2,1965.0,61.0,0,Senior Home Buyers
16,0,21,837.95,260759.58,0,1,1,9,53,0,3.0,0,2,1953.0,73.0,0,Senior Home Buyers
16,1,32,431.76,131562.21,0,1,1,9,8,1,2.0,0,2,1991.0,35.0,3,Young Buyers
16,0,35,629.97,182607.12,0,1,1,9,8,0,5.0,0,2,1967.0,59.0,0,Senior Home Buyers
16,0,37,922.03,285332.67,0,1,1,5,16,0,1.0,0,1,1959.0,67.0,0,Senior Home Buyers
16,0,38,431.83,130514.41,0,1,0,9,50,1,1.0,1,0,1963.0,63.0,0,Senior Home Buyers
16,0,40,688.81,233630.18,0,1,1,9,47,0,3.0,1,0,1988.0,38.0,3,Young Buyers
16,0,44,1695.03,579072.02,0,1,0,2,40,1,3.0,0,0,1976.0,50.0,1,High-Value Investors
17,1,5,1829.38,423868.45,0,1,1,9,25,0,2.0,0,2,1949.0,77.0,1,High-Value Investors
17,0,9,1505.53,425964.32,0,1,1,9,1,0,4.0,1,1,1991.0,35.0,1,High-Value Investors
17,0,13,916.9,305098.44,0,1,0,9,14,0,1.0,0,2,1959.0,67.0,0,Senior Home Buyers
17,1,15,1365.73,417096.92,0,1,1,9,53,1,4.0,0,0,1982.0,44.0,1,High-Value Investors
17,0,17,1827.25,560968.54,0,1,1,9,37,0,2.0,0,0,1954.0,72.0,1,High-Value Investors
17,0,20,792.27,276688.99,0,1,0,9,8,0,1.0,0,1,1947.0,79.0,0,Senior Home Buyers
17,0,23,1025.52,330602.94,0,1,0,0,54,0,4.0,0,1,2000.0,26.0,3,Young Buyers
17,0,27,677.24,187719.53,0,1,1,9,25,1,2.0,0,0,1980.0,46.0,3,Young Buyers
17,1,33,1532.89,434121.6,0,1,1,9,8,0,4.0,0,2,1953.0,73.0,1,High-Value Investors
17,0,37,644.06,227389.86,0,1,0,6,33,0,5.0,1,2,1962.0,64.0,0,Senior Home Buyers
17,0,39,1341.67,415809.78,0,1,1,9,8,0,4.0,1,2,1977.0,49.0,1,High-Value Investors
17,0,39,1341.67,399182.83,0,1,0,7,42,0,2.0,0,2,1981.0,45.0,1,High-Value Investors
17,0,41,1422.93,363367.6,0,1,1,9,8,0,1.0,0,0,1962.0,64.0,1,High-Value Investors
17,1,46,1582.61,495697.84,0,1,0,4,6,1,2.0,0,0,1994.0,32.0,1,High-Value Investors
17,0,48,1833.96,610364.02,0,1,1,8,31,0,4.0,1,2,1945.0,81.0,1,High-Value Investors
17,0,48,1833.96,561574.14,0,1,0,9,1,0,1.0,0,2,1995.0,31.0,1,High-Value Investors
17,0,50,1392.01,413894.32,0,0,1,7,32,0,4.0,1,0,1974.0,52.0,2,Corporate Buyers
17,0,52,1742.3,567471.58,0,1,0,2,22,1,5.0,1,0,1961.0,65.0,1,High-Value Investors
18,0,1,1379.64,377504.51,0,1,1,9,25,0,1.0,0,2,1994.0,32.0,3,Young Buyers
18,0,1,1379.64,419346.92,0,1,0,9,1,1,3.0,1,0,1946.0,80.0,1,High-Value Investors
18,0,16,1360.96,381213.39,0,1,1,9,53,0,4.0,0,2,1947.0,79.0,0,Senior Home Buyers
18,0,36,1089.77,347608.97,0,1,1,9,27,0,5.0,1,2,1973.0,53.0,3,Young Buyers
18,0,36,1089.77,323499.11,0,1,1,1,13,0,5.0,0,2,1964.0,62.0,0,Senior Home Buyers
18,0,41,852.83,267144.13,0,1,0,9,50,0,5.0,0,0,1957.0,69.0,0,Senior Home Buyers
18,1,42,1045.42,357661.01,0,1,0,9,53,0,2.0,1,2,1960.0,66.0,0,Senior Home Buyers
18,0,43,937.7,254439.1,0,1,0,9,53,1,5.0,1,0,1994.0,32.0,3,Young Buyers
18,1,45,1627.52,575967.88,0,1,1,9,8,0,2.0,0,2,1955.0,71.0,1,High-Value Investors
18,0,51,1527.31,477444.0,0,1,1,9,8,0,2.0,1,0,1992.0,34.0,1,High-Value Investors
18,0,52,1424.54,412200.04,0,1,1,9,8,1,4.0,0,2,1970.0,56.0,1,High-Value Investors
18,0,54,1756.12,559177.67,0,0,1,9,8,0,4.0,0,2,1989.0,37.0,2,Corporate Buyers
18,0,61,1019.7,312674.39,0,1,0,9,11,1,4.0,0,2,1977.0,49.0,3,Young Buyers
18,0,64,893.66,208140.68,0,1,0,9,8,0,4.0,0,2,1976.0,50.0,3,Young Buyers
18,0,66,1631.24,483647.09,0,1,1,2,36,0,4.0,0,1,1954.0,72.0,1,High-Value Investors
18,0,66,1631.24,501575.25,0,1,1,9,8,0,1.0,0,2,1965.0,61.0,1,High-Value Investors
18,0,66,1631.24,412683.22,0,1,1,9,8,0,2.0,0,2,1964.0,62.0,1,High-Value Investors
18,0,66,1631.24,452777.15,0,1,0,9,11,0,3.0,0,1,1971.0,55.0,1,High-Value Investors
19,0,4,1225.38,344641.4,0,1,1,9,8,0,5.0,0,2,1940.0,86.0,0,Senior Home Buyers
19,0,4,1225.38,327077.64,0,1,1,9,48,0,4.0,0,2,1950.0,76.0,0,Senior Home Buyers
19,0,11,1869.93,585167.95,0,1,1,5,17,1,5.0,1,2,1975.0,51.0,1,High-Value Investors
19,0,13,766.61,255608.63,0,1,0,9,1,1,1.0,1,1,1960.0,66.0,0,Senior Home Buyers
19,0,14,630.47,205486.74,0,1,0,9,11,0,2.0,1,2,1993.0,33.0,3,Young Buyers
19,0,17,574.75,175749.34,0,1,0,6,33,0,1.0,1,1,1998.0,28.0,3,Young Buyers
19,0,18,1599.44,521125.08,0,1,1,9,8,1,2.0,0,0,1992.0,34.0,1,High-Value Investors
19,0,19,1697.73,491253.25,0,0,0,9,14,1,4.0,1,2,1985.0,41.0,2,Corporate Buyers
19,0,19,1697.73,487600.08,0,1,1,9,11,0,3.0,1,0,1987.0,39.0,1,High-Value Investors
19,0,20,1772.03,459381.05,0,1,0,1,7,0,1.0,0,2,1981.0,45.0,1,High-Value Investors
19,0,22,935.25,298017.54,0,1,0,5,16,0,2.0,1,0,1998.0,28.0,3,Young Buyers
19,0,25,996.38,289350.19,0,1,0,9,8,0,3.0,0,0,1981.0,45.0,3,Young Buyers
19,1,26,668.24,199931.08,0,1,0,9,8,0,5.0,0,2,1969.0,57.0,0,Senior Home Buyers
19,0,26,668.24,199853.8,0,1,1,9,8,0,5.0,0,1,1982.0,44.0,3,Young Buyers
19,0,28,1599.78,566395.41,0,1,1,9,25,0,5.0,0,2,1977.0,49.0,1,High-Value Investors
19,0,29,1657.84,473439.56,0,1,1,9,8,1,1.0,1,0,1991.0,35.0,1,High-Value Investors
19,0,29,1657.84,477048.94,0,1,0,9,53,0,4.0,0,2,1956.0,70.0,1,High-Value Investors
19,0,34,783.42,259829.62,0,1,0,9,1,0,5.0,1,0,1976.0,50.0,3,Young Buyers
19,0,37,1565.26,458129.19,0,1,1,9,14,0,5.0,0,2,1974.0,52.0,1,High-Value Investors
19,0,39,1237.04,363695.77,0,1,1,5,30,1,1.0,1,2,1970.0,56.0,1,High-Value Investors
19,0,40,893.49,225808.71,0,1,0,9,37,0,1.0,1,2,1977.0,49.0,3,Young Buyers
19,0,40,893.49,283267.47,0,1,0,9,8,0,1.0,1,2,1941.0,85.0,0,Senior Home Buyers
19,0,40,893.49,264363.94,0,1,1,9,8,1,4.0,0,0,1943.0,83.0,0,Senior Home Buyers
19,0,42,1137.59,340542.6,0,1,0,9,8,0,3.0,0,2,1950.0,76.0,0,Senior Home Buyers
19,0,42,1137.59,316898.28,0,1,1,9,48,0,4.0,1,0,1974.0,52.0,3,Young Buyers
19,0,42,1137.59,354756.38,0,1,1,9,1,0,4.0,0,1,1977.0,49.0,1,High-Value Investors
19,0,46,1926.19,577630.33,0,1,1,5,30,0,5.0,0,0,1969.0,57.0,1,High-Value Investors
20,1,3,1645.93,509367.59,0,1,1,4,6,1,2.0,0,2,1964.0,62.0,1,High-Value Investors
20,0,14,837.37,252186.35,0,1,1,9,1,0,4.0,1,2,1942.0,84.0,0,Senior Home Buyers
20,0,15,1805.12,470809.32,0,0,1,9,8,1,3.0,0,2,1995.0,31.0,2,Corporate Buyers
20,0,17,1089.33,285954.4,0,1,1,9,8,0,3.0,0,2,1995.0,31.0,3,Young Buyers
20,0,18,1868.01,541416.84,0,1,0,9,8,0,2.0,0,0,1992.0,34.0,1,High-Value Investors
20,0,19,759.72,232129.93,0,1,0,1,7,1,1.0,0,2,1978.0,48.0,3,Young Buyers
20,0,22,460.81,146612.19,0,1,0,2,22,1,1.0,0,2,1984.0,42.0,3,Young Buyers
20,0,24,1188.07,394828.55,0,1,0,9,35,0,4.0,0,2,1960.0,66.0,1,High-Value Investors
20,0,25,780.74,244512.28,0,0,0,9,8,0,5.0,0,2,1987.0,39.0,2,Corporate Buyers
